gene,label
PARP9,NE
SLC35E2A,NE
DRAM2,NE
MDH1B,NE
CLIC6,NE
SLC32A1,NE
DGCR2,NE
ZDHHC9,NE
SEMA4B,NE
PTGER1,NE
RXFP1,NE
BBS7,NE
CTSF,NE
EGFL7,NE
OLR1,NE
TMED6,NE
MANEAL,NE
RASSF7,NE
AGBL5,NE
ZFAND3,NE
SPTBN4,NE
SLC1A2,NE
KLHL34,NE
CCDC25,NE
BTBD10,NE
CSPG5,NE
GDPD3,NE
XXYLT1,NE
DOCK8,NE
JMY,NE
MXRA7,NE
AKR1B10,NE
HSD11B2,NE
NHLRC3,NE
TBC1D26,NE
DHRS1,NE
TVP23A,NE
ENTPD1,NE
PMEL,NE
ARHGAP21,NE
BRSK1,NE
RORC,NE
ITPR2,NE
REEP1,NE
KMO,NE
LRP2,NE
SLC4A2,NE
SFXN5,NE
WDR35,NE
GNAT2,NE
ARSA,NE
LAMB3,NE
PLA2G4D,NE
CPT1C,NE
PPP3R2,NE
LYPD3,NE
TEX12,NE
PTPN3,NE
L1TD1,NE
JPH2,NE
PPP2R3A,NE
SH3BP5L,NE
ABCG4,NE
FZD3,NE
RNF207,NE
ZNF790,NE
TMC6,NE
FAM177A1,NE
ENTPD8,NE
PRPH2,NE
AIM2,NE
GOLGA7,NE
EXD1,NE
PXMP4,NE
CCDC32,NE
MAGEE1,NE
PRSS3,NE
GCKR,NE
HSPB7,NE
ADCY1,NE
CRMP1,NE
TG,NE
PKDCC,NE
SNTG2,NE
ZSCAN9,NE
NCKAP1L,NE
ARRB1,NE
SLC7A4,NE
SGPP1,NE
KCNJ11,NE
EPB41L2,NE
ZNF385D,NE
AOX1,NE
SPRYD7,NE
CALN1,NE
PORCN,NE
NHSL1,NE
NLRP12,NE
APOH,NE
GRB14,NE
ARHGEF9,NE
COL5A2,NE
BLCAP,NE
CLDN3,NE
IRS4,NE
ST6GALNAC1,NE
SLC25A48,NE
KCNC1,NE
EFHC1,NE
MOGAT3,NE
ARK2N,NE
B4GALT7,NE
CD3D,NE
GPX2,NE
SLC9A6,NE
ELOVL3,NE
MAGEB4,NE
GLYATL1,NE
SOHLH2,NE
ZNF609,NE
FAM193A,NE
DNAI3,NE
ZNF221,NE
GAL,NE
CNR1,NE
ZKSCAN8,NE
HNF4G,NE
GUCY2D,NE
MT1F,NE
C22orf23,NE
FBLN2,NE
PLD3,NE
GP1BA,NE
FBXO3,NE
SERPINB8,NE
LIM2,NE
CHGB,NE
SELENOS,NE
AGER,NE
PARD6G,NE
KRBA2,NE
FZD6,NE
GALNT14,NE
LAMC2,NE
RERGL,NE
SPATA21,NE
PEX11A,NE
SLC35E1,NE
CEP70,NE
C2CD4A,NE
OPN4,NE
ZIC4,NE
TMEM63C,NE
STARD3,NE
RAB11FIP5,NE
ELMOD3,NE
RAB27B,NE
ZNF705A,NE
FUT8,NE
RSC1A1,NE
EPHB1,NE
MPV17L,NE
DUOX1,NE
HEG1,NE
TRIOBP,NE
LRRIQ3,NE
PTGR1,NE
PNRC1,NE
ELSPBP1,NE
COL16A1,NE
LRRC31,NE
LEPROTL1,NE
IDO1,NE
ACBD7,NE
TLE6,NE
ATP6AP1L,NE
BPHL,NE
DTNB,NE
ZNF420,NE
PTPRK,NE
LONRF1,NE
ZNF414,NE
SESTD1,NE
KAZALD1,NE
CCDC63,NE
ZNF519,NE
TENT5B,NE
PLA2G15,NE
ARHGEF35,NE
FYCO1,NE
UBL3,NE
DRD5,NE
TM9SF1,NE
C2CD4D,NE
SYT1,NE
FMOD,NE
SYTL1,NE
GNG4,NE
RSPH3,NE
PRR14L,NE
ZNF684,NE
HS2ST1,NE
MOSPD2,NE
APBA1,NE
MBOAT1,NE
SP100,NE
GRIK2,NE
CYP1A2,NE
CDH11,NE
CD79B,NE
PLXNA3,NE
COX7B2,NE
SULT4A1,NE
RASA4B,NE
TBC1D8B,NE
SLC25A39,NE
DAGLB,NE
GLMN,NE
RFT1,E
OXT,NE
CCDC93,NE
TUSC2,NE
ARHGDIB,NE
DDAH2,NE
GYG1,NE
ZNF576,NE
DBH,NE
ABHD2,NE
TOM1L1,NE
ANGPTL2,NE
TPRN,NE
SLCO4A1,NE
RDH11,NE
ST3GAL3,NE
MTARC2,NE
EDNRB,NE
SLC41A3,NE
GZMA,NE
IQSEC3,NE
ARHGEF19,NE
UBE2Q2,NE
QPCTL,NE
SEMA4C,NE
PTPN6,NE
P2RX4,NE
ACOT7,NE
KCTD20,NE
LRTM1,NE
CD164,NE
AKR7A3,NE
GPR107,NE
HLA-E,NE
ACER3,NE
RASA3,NE
CIB4,NE
ABHD3,NE
ERAP2,NE
SMTNL2,NE
FCAR,NE
PRUNE2,NE
ATP8A1,NE
CLCN4,NE
SLAMF1,NE
GJC2,NE
COL5A3,NE
HSD17B3,NE
EVI5L,NE
DHRS12,NE
NHLH1,NE
ATF7IP2,NE
PYURF,NE
KLHL26,NE
ACY3,NE
FSCN2,NE
M6PR,NE
KLHL41,NE
OSBPL5,NE
DISC1,NE
TTPAL,NE
CCDC43,NE
KCTD2,NE
CUEDC2,NE
MICB,NE
GPRIN1,NE
NHS,NE
YIPF2,NE
DCUN1D3,NE
IL12RB1,NE
ABHD16B,NE
PIBF1,NE
TBCK,NE
EFCAB13,NE
ZNF780A,NE
LCT,NE
TRIM69,NE
SRGAP1,NE
SRRM4,NE
ENTPD4,NE
NPY,NE
TRAT1,NE
C1orf35,NE
CD46,NE
EVPLL,NE
NIBAN2,NE
TMT1B,NE
KCNA10,NE
RELCH,NE
CCDC121,NE
BMPER,NE
TBC1D23,NE
M1AP,NE
CLDN5,NE
FAM86B1,NE
PEA15,NE
STOML3,NE
LACTB2,NE
FBXO22,NE
POSTN,NE
SH3D19,NE
FARP1,NE
RSPO3,NE
PRICKLE3,NE
SLC1A1,NE
TMEM41A,NE
RAPGEF3,NE
KRTAP2-1,NE
HDX,NE
MMP10,NE
KHDRBS2,NE
B4GALT3,NE
EEIG1,NE
NKIRAS2,NE
CAAP1,NE
MASP2,NE
CCDC66,NE
FAM120AOS,NE
SHB,NE
CC2D1B,NE
RAB13,NE
PLCD1,NE
TYW5,NE
PREX2,NE
METTL21C,NE
WSCD2,NE
TMEM135,NE
B3GNT4,NE
OTUD7A,NE
BCAM,NE
OGFOD3,NE
TCF15,NE
TMX4,NE
ASCL3,NE
SLC27A2,NE
EPB41L3,NE
SNAP91,NE
ETNK2,NE
SLC39A3,NE
ENTPD7,NE
HAUS5,E
GDF7,NE
GDE1,NE
HSPBAP1,NE
SLC30A7,NE
FBXL18,NE
ADIPOR1,NE
MAPK1IP1L,NE
CRTAP,NE
IL6ST,NE
FGF22,NE
EPHB6,NE
TBC1D24,NE
SLC27A6,NE
TMUB2,NE
ETV2,NE
NLRP7,NE
GSTO2,NE
TMEM115,NE
FAHD2B,NE
ERG28,NE
KLHDC10,NE
PTGR2,NE
TTLL4,NE
RUNDC1,NE
ADCY5,NE
FICD,NE
RASAL3,NE
CD226,NE
PHYKPL,NE
CNTF,NE
SHKBP1,NE
TEC,NE
KCNIP2,NE
CMYA5,NE
ATL1,NE
RAB11FIP2,NE
DYNLT4,NE
AMELX,NE
PRRG2,NE
GNG11,NE
APCDD1L,NE
ITGB6,NE
APOC4,NE
ITPRID2,NE
KLHL3,NE
NXNL1,NE
PIEZO1,NE
ARHGAP8,NE
SLC66A2,NE
GLP1R,NE
MAGEF1,NE
SMPDL3B,NE
THSD4,NE
GALNT17,NE
C1orf174,NE
PXDN,NE
SLC45A4,NE
DDRGK1,NE
DENND4A,NE
MINDY4,NE
AVL9,NE
TAC1,NE
CMC1,NE
OXCT1,NE
PAH,NE
BBS5,NE
TMEM245,NE
UBAC2,NE
GSE1,NE
ACADSB,NE
CASP4,NE
GNPTAB,NE
RNF217,NE
CYP3A5,NE
PON1,NE
LCN2,NE
SLC39A11,NE
FSTL3,NE
EFS,NE
NTN3,NE
TM2D3,NE
GNAT1,NE
PADI2,NE
GOLGA6A,NE
HLA-C,NE
ALCAM,NE
IGFBP4,NE
CIMAP3,NE
PIGX,NE
GOLGA8B,NE
ARHGAP15,NE
AKR1D1,NE
TEKT5,NE
NAT8L,NE
XRRA1,NE
HSD17B7,NE
NAV1,NE
INPP4A,NE
TNFRSF10D,NE
CTNS,NE
TBC1D16,NE
FOLR1,NE
MADD,NE
ZNF648,NE
ADRA1D,NE
MMP23B,NE
CHAD,NE
FEZ1,NE
TFEC,NE
DPH7,NE
ICA1L,NE
MMP17,NE
WSCD1,NE
RGS3,NE
RAMAC,NE
CHST12,NE
MCOLN1,NE
COX7A1,NE
ZNF397,NE
TTC39C,NE
VAX1,NE
MYBPC1,NE
SLC45A3,NE
PMP22,NE
FTCD,NE
ARMCX3,NE
ARGFX,NE
PKP3,NE
RIN1,NE
BTBD6,NE
NPRL2,NE
LYPLAL1,NE
SELENOP,NE
TMEM39B,NE
MBOAT2,NE
CASZ1,NE
BRI3BP,NE
PIK3AP1,NE
SYNGR2,NE
NDUFA4L2,NE
OCIAD1,NE
TRPM2,NE
SEMA6D,NE
ITGA4,NE
PGF,NE
KLHL25,NE
SDC4,NE
DCTN3,E
JPT1,NE
RBM11,NE
AVPR1A,NE
SLC2A2,NE
CD1A,NE
SDSL,NE
ZNF550,NE
RYR3,NE
COBLL1,NE
TLN2,NE
RAB40A,NE
PLCH1,NE
SCML4,NE
STIM2,NE
ABHD17A,NE
EPB41L1,NE
RGS17,NE
CCR2,NE
FRAT1,NE
IKBIP,NE
FBXO27,NE
MIEF1,NE
HS3ST6,NE
MMAA,NE
MINDY2,NE
ANGPT2,NE
CLVS1,NE
TLCD3B,NE
FAIM,NE
TRMT12,NE
RDH10,NE
RUSF1,NE
TNP2,NE
ANO8,NE
IDNK,NE
EFEMP1,NE
MMP15,NE
TNFRSF14,NE
CA13,NE
PACSIN1,NE
MBIP,NE
PPP1R14A,NE
ZFTRAF1,NE
CYP2F1,NE
FAM43A,NE
RAB41,NE
RASA4,NE
SYPL1,NE
MAPK8IP1,NE
DENND2A,NE
CHPT1,NE
CLCN6,NE
DNALI1,NE
PAEP,NE
HRH2,NE
RBIS,NE
LRP5L,NE
COL24A1,NE
SHF,NE
SH2D1A,NE
DPP7,NE
RAPSN,NE
PTPRN2,NE
SEMA3C,NE
NTF4,NE
CRLF3,NE
NGEF,NE
KCTD13,NE
GSKIP,NE
BVES,NE
MARCHF4,NE
ZP3,NE
BTNL3,NE
NOD2,NE
ST8SIA2,NE
POLR2M,NE
SYDE2,NE
RGMA,NE
SYT12,NE
EEF1AKMT2,NE
TMEM150B,NE
MCAM,NE
KLHL6,NE
MCTP2,NE
CACNA1E,NE
CD302,NE
GPRC5B,NE
ESYT1,NE
CD33,NE
TP53INP2,NE
DOCK2,NE
SELENON,NE
SCFD2,NE
GHSR,NE
IFT70B,NE
HBM,NE
LGALS3BP,NE
SLC51A,NE
SOCS5,NE
ADCY6,NE
ARHGEF17,NE
KRT17,NE
IER5,NE
APOA2,NE
KCNC2,NE
RASSF2,NE
MGST2,NE
RFPL4A,NE
REEP6,NE
RIT2,NE
TAP1,NE
ZNF185,NE
TRAPPC3L,NE
EFNA1,NE
MAGEA11,NE
ST3GAL5,NE
TRIM6,NE
MFGE8,NE
KLHDC3,NE
BCL9L,NE
TIGD2,NE
GJC1,NE
ZNF546,NE
CCR5,NE
CILP2,NE
NCKAP5L,NE
TRPC3,NE
FGD5,NE
DIO3,NE
IFNGR1,NE
KRTAP10-1,NE
LTBP3,NE
BDH2,NE
SCN7A,NE
MCF2L,NE
KRTAP4-2,NE
ATP1A4,NE
NPDC1,NE
EFCAB9,NE
CLCN1,NE
RGS13,NE
ABHD5,NE
LGALS9C,NE
FUT1,NE
TMOD2,NE
KAZN,NE
EPS8L2,NE
CCDC7,NE
TCP11,NE
UCN3,NE
RIC8B,NE
PTPN18,NE
MYO1A,NE
S100A12,NE
LIN7B,NE
HOMER2,NE
SLC8A2,NE
PTGER4,NE
TCEAL1,NE
RESF1,NE
WBP1,NE
MIF4GD,NE
MEGF8,NE
ZNF577,NE
EPHA5,NE
ZNF776,NE
CACNB2,NE
VMO1,NE
AKAP4,NE
C7orf25,NE
LRRC30,NE
BTBD8,NE
IRF9,NE
LTF,NE
SLC7A2,NE
APBA3,NE
ADAMTS4,NE
BHMT2,NE
ULK4,NE
LAMA2,NE
DBP,NE
DMRTC2,NE
OXCT2,NE
FAP,NE
ANXA13,NE
CTSH,NE
DENND2D,NE
ARMC3,NE
PIK3R5,NE
SLC26A8,NE
CAMK1G,NE
SCUBE2,NE
KRBOX4,NE
ATP13A5,NE
SLC35E2B,NE
PLCB4,NE
FAM13A,NE
CGN,NE
TMOD4,NE
SCNM1,NE
GRK6,NE
MBLAC1,NE
KRT71,NE
SLC44A1,NE
TMBIM1,NE
TEX14,NE
CHCHD6,NE
TOR2A,NE
DUOX2,NE
MPDZ,NE
KRT4,NE
URAD,NE
OPN1MW2,NE
MAGED4B,NE
SAMD9L,NE
CPLANE2,NE
YIPF4,NE
SENP8,NE
SLC35D2,NE
TAP2,NE
PLXNB3,NE
NISCH,NE
RUFY3,NE
PLCL1,NE
ARHGEF40,NE
CHST7,NE
GXYLT1,NE
CFAP20DC,NE
GRAPL,NE
KLHL36,NE
SMPD3,NE
TTLL6,NE
FCRLB,NE
CRYGS,NE
CLC,NE
UBFD1,NE
CD163,NE
ADM,NE
GOLM2,NE
VILL,NE
LACC1,NE
SPIN2A,NE
EFR3B,NE
TMEM158,NE
SUSD1,NE
MAT2B,NE
EXOC3L4,NE
PLIN5,NE
SLC4A11,NE
CBLN1,NE
FAM156B,NE
LGALSL,NE
ARRB2,NE
SHROOM3,NE
COL9A2,NE
SGMS2,NE
DRD3,NE
SLC18A2,NE
CPB1,NE
ZDBF2,NE
MIEN1,NE
ROPN1,NE
ANKRD13D,NE
CD22,NE
POC5,NE
ZDHHC14,NE
NEXN,NE
CEP89,NE
ECM2,NE
OARD1,NE
POGK,NE
TSPAN13,NE
RNF125,NE
CNTFR,NE
VAV3,NE
TGM1,NE
ALDH1L1,NE
STEAP1,NE
GALNT1,NE
ACP2,NE
MTMR6,NE
FSD2,NE
SNX21,NE
VAMP5,NE
MAGEB1,NE
AQP3,NE
ZNF614,NE
TBC1D28,NE
PCLO,NE
PLA2G2A,NE
LUZP4,NE
ARMC10,NE
SPEF1,NE
TPMT,NE
RASA2,NE
ST3GAL1,NE
ELMOD2,NE
TUSC1,NE
GLT8D1,NE
TDRP,NE
AFF2,NE
IFI6,NE
B4GALNT1,NE
SLC25A34,NE
ARMCX1,NE
EEF1AKMT3,NE
MMACHC,NE
FRMD5,NE
SUGP2,NE
CNGA1,NE
TP53TG5,NE
AGR2,NE
EPB41L5,NE
B3GNT7,NE
POMGNT2,NE
GPR180,NE
COL22A1,NE
CES3,NE
BST2,NE
TAT,NE
AZU1,NE
DENND5B,NE
MARCHF8,NE
SLC37A1,NE
SLC2A11,NE
COL6A3,NE
SYNE3,NE
DEGS2,NE
NPTN,NE
ARHGAP24,NE
HEXA,NE
PDE7A,NE
RAPH1,NE
UFSP2,NE
ANGPTL6,NE
CYP27C1,NE
TMC8,NE
WBP2,NE
BMP8B,NE
GPR12,NE
TMEM186,NE
SLC30A6,NE
SH2D2A,NE
MOB3C,NE
SLC22A18,NE
FAM3C,NE
HCN2,NE
HYDIN,NE
SMIM15,NE
NANS,NE
TTC13,NE
NOS1AP,NE
GNAO1,NE
RGS20,NE
ARMCX2,NE
EPHA6,NE
PLCB1,NE
FRG2,NE
PKIG,NE
STK19,NE
PPFIA2,NE
TPPP,NE
WHAMM,NE
CDH12,NE
PRODH2,NE
CCDC106,NE
SRPX,NE
TMEM138,NE
ZNF330,NE
PARP8,NE
OAS2,NE
TSHR,NE
SERPINB9,NE
EID2,NE
MTMR7,NE
PIP4P2,NE
SLC39A7,NE
CFB,NE
DHRS7C,NE
TNFRSF19,NE
FHL5,NE
SLFN11,NE
TMEM98,NE
NRXN1,NE
LHFPL2,NE
LRRC37A,NE
SNCAIP,NE
ABCC9,NE
TRAK2,NE
ZHX3,NE
THAP4,NE
INCA1,NE
ABCB11,NE
MTTP,NE
CYTIP,NE
PLSCR1,NE
CNTLN,NE
C2orf76,NE
NDST2,NE
KCNG1,NE
USH1C,NE
TYW3,NE
LDLRAD4,NE
FCHSD1,NE
DPEP1,NE
BARHL1,NE
OLIG3,NE
SPECC1,NE
CCL17,NE
EPHA8,NE
GREB1L,NE
XYLB,NE
TMEM183A,NE
XDH,NE
PDE6G,NE
GCNT2,NE
COBL,NE
SRGAP3,NE
TNFAIP1,NE
PSCA,NE
SLC22A5,NE
ZNF703,NE
ECHDC3,NE
SLC35C1,NE
ENPP6,NE
FAM13B,NE
STARD3NL,NE
F11R,NE
ZNF821,NE
ST8SIA4,NE
GALNT2,NE
SEMA4A,NE
CCN4,NE
EPB41L4B,NE
FAM184A,NE
ZFYVE28,NE
ENKUR,NE
GUCY2F,NE
DCAF16,NE
PLA2G2F,NE
CTHRC1,NE
TXNDC16,NE
CASP5,NE
CAMK2A,NE
HPN,NE
MIP,NE
RCVRN,NE
PTTG2,NE
DOCK9,NE
PLXNA2,NE
SEPTIN12,NE
SLC2A5,NE
LRRC46,NE
CTTNBP2,NE
SOWAHC,NE
CLDN1,NE
DNAJC28,NE
FRS3,NE
FAHD2A,NE
ADAP1,NE
CA4,NE
PARP15,NE
SIAE,NE
CNPY3,NE
FAM76A,NE
GLA,NE
CYTL1,NE
SV2A,NE
TAL2,NE
MAN2B1,NE
COL8A2,NE
TOR4A,NE
CD276,NE
MACROD2,NE
PRR11,NE
SPATS2,NE
BTNL9,NE
PELI3,NE
CAMTA1,NE
EFHC2,NE
ANGPT1,NE
RASGRP3,NE
ACY1,NE
RMND5B,NE
LRRC19,NE
ELMO1,NE
TSPAN6,NE
RFXAP,NE
ZDHHC2,NE
CCDC62,NE
BROX,NE
PGAP3,NE
STXBP6,NE
ITGB7,NE
LPAR1,NE
SHISA2,NE
GPRC5C,NE
GRIN3B,NE
GPR160,NE
DCHS2,NE
HTR7,NE
PKD1L1,NE
PMCH,NE
VSNL1,NE
MTNR1B,NE
TMC7,NE
IRGM,NE
MIEF2,NE
BICRAL,NE
RETREG1,NE
SH2D1B,NE
NTMT2,NE
MAP7D3,NE
MBLAC2,NE
AVPR2,NE
DACT2,NE
FHOD3,NE
COL27A1,NE
SERPINC1,NE
MEA1,NE
FAM135A,NE
MINDY3,NE
GALT,NE
FAM217B,NE
KLHL40,NE
PRR7,NE
PGPEP1,NE
CD1E,NE
CDKN2AIPNL,NE
FAM149A,NE
TMEM184B,NE
RHBDD1,NE
CHST15,NE
PAM,NE
FAM219A,NE
ANTXR2,NE
TMCC2,NE
EPB42,NE
RGS10,NE
CYP2C19,NE
ADAM2,NE
STS,NE
C1S,NE
FRMD8,NE
CSF2RB,NE
ADCY8,NE
PLAAT3,NE
CKMT2,NE
HPGD,NE
PENK,NE
GFRA1,NE
TMEM53,NE
DOC2A,NE
GNAL,NE
DCDC2,NE
RECK,NE
SVIP,NE
TAOK2,NE
APOBEC3F,NE
SNX33,NE
KRTAP4-3,NE
UNC50,NE
TRIM15,NE
ADPRS,NE
PELI2,NE
CUBN,NE
CDC42EP3,NE
HYAL1,NE
CACNB4,NE
MTMR2,NE
SMCR8,NE
RSPH10B2,NE
ZNF212,NE
CCDC34,NE
ABCC12,NE
CD7,NE
RUFY2,NE
GUCY2C,NE
NBEAL1,NE
SEC14L3,NE
SPSB4,NE
TRIM10,NE
ARRDC5,NE
CHRNA1,NE
SYNC,NE
PRRT2,NE
NTAN1,NE
PLEKHA6,NE
SLC9B1,NE
KRT33A,NE
ARC,NE
MROH1,NE
SIDT1,NE
ACCSL,NE
CHST8,NE
TEX15,NE
VPS37D,NE
DNASE1L2,NE
FAM86B2,NE
CYBC1,NE
SEMA3F,NE
ETV7,NE
IFTAP,NE
LTB,NE
FAM83F,NE
SFT2D2,NE
PTGDR,NE
ARB2A,NE
MRO,NE
SH2D4A,NE
DZIP1L,NE
TCP11L2,NE
ARSL,NE
GALNT11,NE
GRIA1,NE
MYOM2,NE
ANXA9,NE
ST3GAL2,NE
CCPG1,NE
ZNG1B,NE
C4orf3,NE
TMEM169,NE
USP53,NE
ADAM19,NE
BRS3,NE
CYP21A2,NE
LRRC45,NE
SLC8A1,NE
ATP10D,NE
POMK,NE
TGOLN2,NE
KANSL1L,NE
CTSE,NE
SAMD8,NE
SNRK,NE
IL11RA,NE
HSD11B1,NE
SH2D3C,NE
EMP2,NE
LAMA4,NE
PPP1R3C,NE
THSD1,NE
EDN2,NE
DCT,NE
SASH3,NE
ZNF654,NE
HGSNAT,NE
PTGIS,NE
TPPP2,NE
COL4A6,NE
DIO2,NE
WDPCP,NE
PCED1A,NE
SPATA6,NE
FAM170A,NE
AKR1B15,NE
HPS5,NE
ZSWIM4,NE
PRR12,NE
PLXNC1,NE
IL23A,NE
GPATCH3,NE
PRR16,NE
LEPROT,NE
SLC35D3,NE
TACSTD2,NE
SLC39A6,NE
MARCHF3,NE
CAV2,NE
GSTA4,NE
KCTD11,NE
ACHE,NE
ABHD17C,NE
RIN3,NE
NAALADL2,NE
CAGE1,NE
PLCZ1,NE
GLB1L2,NE
TMEM132A,NE
RHAG,NE
CLCN3,NE
CHST3,NE
CHI3L1,NE
SIKE1,NE
DPP4,NE
FMO5,NE
SDF4,NE
STPG2,NE
GSAP,NE
LYZ,NE
PLBD2,NE
TAAR1,NE
ARRDC4,NE
SEPTIN8,NE
ATRNL1,NE
C19orf48P,NE
ZNF366,NE
RGL2,NE
HLA-DQB1,NE
AMBP,NE
TMC1,NE
SCARA5,NE
JOSD2,NE
DOK3,NE
CLEC2L,NE
CBLL2,NE
COMMD7,NE
ZDHHC7,NE
GULP1,NE
AVIL,NE
HLA-DPB1,NE
GUCA1B,NE
GNAZ,NE
MANBA,NE
KRTAP10-11,NE
SYCP2L,NE
ZDHHC19,NE
CCDC30,NE
CYP11B1,NE
DSG1,NE
SKOR1,NE
FGF7,NE
ZSCAN16,NE
OPRD1,NE
TRAPPC13,NE
LRRN3,NE
ZC2HC1C,NE
BFAR,NE
BLTP3A,NE
PLVAP,NE
C9orf40,NE
KRTAP9-9,NE
MMP7,NE
CFD,NE
PTGES,NE
ARRDC3,NE
ZNF280C,NE
OSGIN1,NE
GCNT1,NE
GRIN2A,NE
FTHL17,NE
TRDN,NE
NIBAN1,NE
LTB4R,NE
SYNJ2BP,NE
ADAM8,NE
DGKA,NE
ALOX12,NE
AOC3,NE
ZNF641,NE
TLL1,NE
PLA2G12A,NE
GH2,NE
DTWD2,NE
BCAP29,NE
RFTN2,NE
SAMD9,NE
SAMD12,NE
OPHN1,NE
FRA10AC1,NE
CGB7,NE
DENND2C,NE
BOD1,NE
ENGASE,NE
CELA1,NE
HGFAC,NE
ENTPD3,NE
OPRM1,NE
PRIMA1,NE
GALNT8,NE
PROS1,NE
LRIT1,NE
PYHIN1,NE
RSPH4A,NE
CASD1,NE
USH2A,NE
SCIN,NE
MYMK,NE
PHOSPHO2,NE
IL1R2,NE
EPHX3,NE
EPHA10,NE
STING1,NE
VIPAS39,NE
GRK5,NE
CCDC14,NE
ABCA12,NE
PRR9,NE
CATSPER2,NE
UBASH3A,NE
TMEM68,NE
ZNF572,NE
QSOX1,NE
PYY,NE
LHCGR,NE
CLXN,NE
CDC42EP4,NE
TBC1D21,NE
GDAP2,NE
SH3BGRL,NE
CRACDL,NE
TMED1,NE
KLKB1,NE
NPPB,NE
MISP,NE
ADAMTS17,NE
MLIP,NE
EFNB3,NE
TLCD5,NE
IRGC,NE
PTPRZ1,NE
HARBI1,NE
DZANK1,NE
RNF128,NE
VGLL2,NE
LYRM9,NE
NEUROD6,NE
KCNH3,NE
CCDC42,NE
PDZD11,NE
UBALD1,NE
MGAT4C,NE
MARVELD2,NE
ANKMY1,NE
FAM118B,NE
CNEP1R1,NE
MOGAT2,NE
SCN1A,NE
GALNT7,NE
BSN,NE
F9,NE
TMEM160,NE
COL20A1,NE
CCDC65,NE
TMEM104,NE
C15orf61,NE
KRT73,NE
TMPPE,NE
NEBL,NE
PRSS57,NE
ARSH,NE
TMEM170B,NE
PWWP2A,NE
AMY1C,NE
ZNF583,NE
SLC38A9,NE
RETREG2,NE
CNTNAP1,NE
KRTAP10-9,NE
B9D1,NE
ELAPOR2,NE
SH3RF2,NE
GNPDA2,NE
SHC4,NE
SCAMP5,NE
PDE4D,NE
SGCE,NE
FAM3A,NE
THBS3,NE
GOLGA6C,NE
CYP4F22,NE
NBEA,NE
CSMD1,NE
CRHBP,NE
MTMR9,NE
KLK4,NE
HPSE2,NE
GPC6,NE
STOX1,NE
RAB38,NE
TMEM50A,NE
RNF24,NE
KCTD17,NE
SERPING1,NE
DPM2,NE
PLEKHA4,NE
ATP1B4,NE
C2CD4B,NE
APBB3,NE
REEP4,NE
CCR6,NE
YIPF3,NE
SPRED3,NE
IL34,NE
PGAP1,NE
GPRC5A,NE
ITGA8,NE
ARRDC1,NE
ABHD15,NE
CCDC134,NE
SEC14L6,NE
DENND4B,NE
MCOLN2,NE
FBXO46,NE
PLA2G10,NE
RLIG1,NE
AADAT,NE
GCSAML,NE
ADAMTS1,NE
NCALD,NE
CHST14,NE
TNFSF8,NE
CCDC40,NE
RNF186,NE
HDC,NE
CGB1,NE
PREP,NE
KBTBD13,NE
CNNM1,NE
CCR4,NE
SLC39A14,NE
BCL2L14,NE
AQP1,NE
PLCXD1,NE
SPTB,NE
KPTN,NE
SPNS1,NE
AKNAD1,NE
KLHL28,NE
SNX14,NE
FGA,NE
LGALS7B,NE
IL23R,NE
ST6GAL2,NE
RFPL4AL1,NE
ROGDI,NE
SERPINA4,NE
TPRG1,NE
MEAK7,NE
PROSER2,NE
MYT1,NE
GFOD1,NE
DGKG,NE
RUSC2,NE
SLC28A1,NE
ST6GALNAC4,NE
CASQ2,NE
GJB6,NE
PTH1R,NE
PRPH,NE
CXCL12,NE
CCDC50,NE
KCNJ5-AS1,NE
SAP25,NE
PLCB2,NE
ELOVL2,NE
PTPRM,NE
SHC2,NE
KITLG,NE
BMP5,NE
C1orf53,NE
COX16,NE
HAL,NE
GAST,NE
SMPDL3A,NE
KIAA1217,NE
LIME1,NE
EBPL,NE
LOXL2,NE
PLA2G5,NE
TIFA,NE
LCORL,NE
LRRC4C,NE
ASAH1,NE
TBL1Y,NE
PIGN,NE
CDC42EP5,NE
BLOC1S5,NE
TM2D2,NE
S100A2,NE
HCN4,NE
RGS19,NE
BRI3,NE
GAL3ST2,NE
MRFAP1L1,NE
MOG,NE
TMEM9,NE
DCAF8L1,NE
IL3RA,NE
CCNYL1,NE
S100A3,NE
ZDHHC16,NE
GPRASP2,NE
COL28A1,NE
RIMS2,NE
SRGN,NE
ODF1,NE
PHETA1,NE
RMDN2,NE
ADAMTS8,NE
C2orf69,NE
MICAL2,NE
SGSH,NE
DEFA1B,NE
USHBP1,NE
PARP6,NE
CSMD3,NE
TRIM67,NE
RGS8,NE
KCTD21,NE
SLC35F6,NE
SELENOW,NE
ZDHHC13,NE
SH3D21,NE
MMP27,NE
LRRC23,NE
MOSMO,NE
GJA3,NE
CPN2,NE
CCDC24,NE
PRDM11,NE
NFE2L3,NE
RBMXL3,NE
DPY19L1,NE
ZFHX2,NE
SLC26A2,NE
ENOSF1,NE
PCDH15,NE
SLITRK4,NE
CHID1,NE
COX8C,NE
IQUB,NE
KRTAP10-2,NE
FAM174B,NE
NAV3,NE
ANKS1B,NE
FAM216A,NE
CYP2R1,NE
RNF26,NE
AGRP,NE
CHAC2,NE
MAML2,NE
POGLUT3,NE
FFAR2,NE
ZSWIM7,NE
KRT33B,NE
PRSS21,NE
NEU1,NE
HGD,NE
